blue100H,blue100V,blue500H,blue500V,blueAvg,green100H,green100V,green500H,green500V,greenAvg,label,red100H,red100V,red500H,red500V,redAvg
168.42,172.3,125.24,45.1,68.4453178811,182.7,182.12,144.64,86.6,97.593951292,3,178.7,179.0,147.96,184.36,171.082245313
141.94,140.1,46.22,29.06,47.5115384391,144.22,142.38,94.5,78.44,112.180499053,3,143.66,141.82,196.16,146.94,182.467965616
215.12,215.48,194.42,217.86,91.4036783698,222.56,223.88,207.34,223.42,167.617334785,1,220.12,222.08,205.38,221.14,161.761485662
166.64,165.44,60.38,50.96,70.8915091266,174.0,172.16,70.26,61.5,78.2466349234,5,171.72,171.16,177.7,125.92,170.628160121
206.88,207.3,98.68,204.62,74.57363559,217.2,215.36,182.04,212.62,131.649497317,2,203.52,208.12,221.48,205.62,156.030987972
229.18,227.84,239.7,221.46,106.887804308,236.18,234.9,248.38,227.82,132.782704791,4,231.18,230.42,238.38,226.1,197.259545008
203.46,200.4,103.64,165.14,79.6754804436,210.66,208.4,190.54,182.54,136.345839525,2,209.66,207.4,213.8,188.32,161.642716263
218.54,217.44,144.42,95.18,68.0775015015,223.54,222.28,167.4,128.44,99.1270016985,4,214.72,214.32,205.82,223.2,170.407288746
198.72,198.26,114.34,214.16,75.4181798664,207.64,205.26,157.86,222.0,153.386009498,1,201.52,200.26,150.14,215.24,148.498403167
184.14,185.0,130.22,194.7,98.2633250451,197.74,199.0,168.14,202.7,157.837926641,1,195.74,196.2,164.0,201.7,154.761095997
139.3,137.46,156.54,118.5,91.3864729859,145.34,145.82,163.54,125.5,133.178433204,3,141.54,143.1,158.7,122.5,164.896352002
169.08,169.36,159.76,160.0,86.1400142985,185.38,184.16,175.04,175.0,173.15432277,1,183.98,182.36,176.2,171.0,164.691828728
215.28,215.34,209.92,211.66,89.129540378,223.0,223.06,215.96,215.28,134.003201922,3,216.0,216.06,211.2,210.24,171.791572669
200.88,206.02,202.58,23.46,76.5319267962,215.64,216.68,215.58,182.9,159.731508932,2,212.84,215.02,211.86,226.84,189.177677371
197.72,199.2,98.6,96.78,62.8256411422,206.4,207.24,121.08,117.22,83.9368567745,5,194.68,194.56,187.5,216.26,168.879229239
212.64,211.66,68.96,138.94,57.737140781,217.66,216.68,98.76,152.3,88.4403210488,5,218.26,217.92,225.34,223.72,188.572926227
168.88,169.96,49.5,48.8,57.9599557004,181.88,183.36,123.04,140.12,120.797862231,2,183.88,184.16,167.7,194.4,173.802638061
138.96,135.44,26.74,84.9,70.2486664643,153.24,150.04,32.3,100.42,80.7812081401,5,149.24,146.84,137.64,122.28,178.093941819
255.0,255.0,106.44,254.68,63.905317869,255.0,255.0,166.06,254.68,95.9724950328,4,255.0,255.0,248.18,254.68,184.742196861
208.66,207.54,86.06,34.46,63.8410606848,215.66,214.54,114.5,81.62,83.1039253408,4,212.66,211.54,226.86,213.34,174.009768572
142.1,146.0,114.34,157.18,87.0650212505,156.1,157.76,135.3,164.18,107.285142051,4,152.1,154.32,143.9,159.18,179.506988079
217.74,220.0,203.86,213.4,95.048461453,226.12,228.72,210.96,218.96,137.646125769,3,217.0,216.52,204.64,208.84,189.603593498
160.04,158.58,170.94,152.12,92.4010632674,166.68,169.66,177.1,159.32,160.641943477,1,162.64,161.08,170.38,155.46,152.139148694
131.6,129.16,153.64,104.52,81.512001198,144.68,142.28,161.84,123.12,129.965384609,3,142.68,140.44,158.84,127.72,171.735513254
206.24,206.36,204.8,175.78,87.0210794214,213.4,213.96,206.76,202.5,126.965739988,3,209.2,207.86,198.08,216.48,181.828086983
198.62,199.28,182.02,197.22,92.1847995596,209.3,210.34,191.02,203.9,157.025764864,2,200.9,201.86,188.02,200.82,178.639292854
198.16,199.6,176.78,133.26,97.24002391,209.22,209.72,190.78,148.14,113.814944598,4,206.58,207.72,188.78,198.82,189.597933472
177.58,175.72,148.0,180.4,94.5540671923,190.02,190.72,163.92,194.48,160.402483291,2,186.42,186.72,165.48,191.68,165.039218959
196.92,197.24,69.9,160.3,73.9753766064,201.2,201.52,87.04,167.5,90.0066186275,5,199.2,199.52,183.02,188.22,173.238634193
243.9,239.5,237.4,250.22,107.95155576,252.9,252.1,244.4,253.22,133.958495184,4,249.9,249.18,239.4,237.54,198.237196345
162.68,162.1,153.56,156.22,118.631238831,169.68,169.78,160.16,166.12,174.994811374,1,166.68,167.42,157.96,162.88,168.238297839
136.9,134.7,115.78,156.24,103.442291365,149.66,149.34,134.78,162.44,137.302711578,3,148.56,148.34,141.78,159.84,181.57583154
159.02,159.0,82.14,157.04,74.9987617948,175.06,176.0,111.26,172.04,116.083032804,3,171.98,172.6,150.16,174.04,173.774634548
156.28,154.22,154.08,163.04,117.482731366,168.64,168.5,167.44,170.04,170.979956539,1,165.6,164.5,162.44,167.04,168.54810227
158.06,155.42,169.84,52.04,106.364917671,173.28,167.82,182.82,108.66,176.908216383,1,172.98,171.66,180.74,100.86,169.701810573
163.46,161.1,178.84,36.6,83.8158329036,171.18,168.42,181.04,47.4,102.804441284,5,164.74,162.78,172.04,117.5,177.141501725
218.38,217.94,203.56,213.14,98.4612118749,225.32,224.94,213.28,220.14,134.665172637,3,222.16,221.3,210.64,215.14,197.295993292
211.4,210.44,65.12,92.14,70.0050484094,219.4,219.16,77.7,115.54,79.3408390399,5,212.4,210.64,190.12,218.64,166.482097054
140.02,140.46,41.84,144.04,71.6251054835,148.18,148.26,73.94,149.04,110.724361316,3,144.12,141.82,110.52,147.04,165.756588634
129.8,124.66,123.42,102.92,99.2411150048,144.5,143.92,139.62,127.0,139.966792153,3,146.46,145.46,141.22,136.14,173.041042093
221.88,222.76,223.18,151.68,98.0390445701,228.88,229.76,230.18,205.26,166.066688356,1,225.88,226.76,226.62,196.48,159.963862935
212.24,209.2,199.88,203.28,107.120650472,219.24,216.2,206.88,211.28,126.01309672,4,216.24,213.2,203.88,210.28,182.896213173
157.0,155.18,181.68,86.56,94.5368694712,165.0,163.02,185.68,108.28,147.88407209,3,164.0,162.02,179.68,134.8,184.22199754
158.46,156.54,62.0,134.98,85.742756244,165.86,163.54,110.84,141.98,157.39549816,1,161.06,160.54,102.44,138.34,149.416893204
217.88,219.1,198.92,229.14,123.674161603,224.88,226.1,206.92,233.34,187.26071164,1,221.88,223.1,205.92,231.34,179.992896861
200.68,200.02,193.5,168.12,85.6582811892,206.84,207.46,205.18,181.78,140.375237423,3,205.84,206.46,206.94,196.9,198.412555994
148.08,152.3,60.42,56.58,86.0745014185,161.2,162.7,68.5,67.3,99.639798662,5,162.0,163.5,123.04,172.4,172.257884151
136.58,136.02,22.84,147.46,79.8964671677,150.58,150.02,83.7,157.34,155.904492655,2,148.58,148.02,111.1,155.64,178.58424624
211.04,211.58,66.28,179.94,79.410130455,218.24,218.58,101.54,193.48,97.1314932912,4,213.62,214.22,229.32,209.9,174.894152746
200.76,199.98,150.1,188.04,94.685609438,208.76,207.98,199.48,194.88,144.055070816,2,207.76,206.98,210.62,191.96,165.308856741
184.34,184.92,175.92,165.88,106.080478693,192.04,191.92,184.52,178.88,117.098117841,5,185.32,186.92,178.96,176.88,189.046374883
189.94,189.46,172.52,193.12,99.5255974918,196.78,197.42,181.92,204.2,159.427975971,2,193.86,194.02,178.84,195.24,178.969814518
163.38,161.8,52.18,103.64,82.0909654914,178.1,174.2,64.9,121.26,99.083150243,5,173.96,170.52,175.38,154.9,186.496398596
187.4,188.84,166.12,205.12,101.069072205,201.92,203.84,182.04,211.12,160.046797003,1,198.72,199.84,181.28,210.12,157.068681846
180.64,173.9,205.82,109.82,107.207268511,191.96,186.9,212.98,129.62,164.054307111,2,190.36,184.9,207.38,143.42,183.057476239
202.18,196.1,45.48,112.58,80.6966442768,205.42,200.54,69.96,122.74,110.170629963,4,204.22,198.54,179.84,132.82,188.16090091
204.02,202.58,206.0,7.26,70.2557743096,211.02,209.58,212.72,128.1,134.651380773,2,208.02,206.58,210.28,190.1,174.481203357
186.28,185.76,26.36,54.46,38.9933385713,193.28,192.76,78.4,112.08,83.0301970917,4,190.28,189.76,190.72,211.16,172.618234221
228.36,231.12,234.42,232.88,104.96539931,244.28,245.06,240.86,240.28,165.453598709,1,233.52,235.88,236.7,235.04,160.315762495
201.98,199.9,202.26,136.24,89.8770138899,208.98,207.54,209.58,162.18,128.622552002,3,205.98,202.3,207.22,203.68,197.383775046
121.42,119.28,20.24,139.98,74.9853603721,139.94,141.84,34.84,157.32,97.7953230002,4,146.84,147.84,123.38,168.8,183.675319302
211.72,212.78,49.78,60.44,41.4366842849,220.36,221.22,116.52,133.84,97.0049280553,3,216.3,218.22,201.84,227.36,161.820934876
135.32,136.12,110.18,14.42,85.7853711346,149.56,150.12,130.7,13.46,100.204121135,4,147.48,148.12,142.22,123.54,181.383028172
220.94,221.72,192.92,44.14,75.9010670191,227.46,227.28,201.76,54.78,83.6529600102,5,227.42,227.56,221.68,193.54,180.60214016
153.4,153.36,27.2,50.54,53.9879736682,176.08,176.36,45.3,67.82,74.329664458,5,172.16,172.36,163.82,144.86,169.158348948
183.12,181.82,182.62,170.66,103.147996612,190.28,190.24,190.62,183.58,113.974374891,5,184.88,185.76,183.62,179.86,188.520268971
191.52,192.8,183.68,185.66,94.5561168203,198.52,199.72,190.68,191.66,112.084704728,5,195.52,196.88,185.68,190.66,170.050487784
208.02,205.58,69.6,205.9,81.630025845,216.02,213.58,176.76,213.18,135.857349734,2,209.02,206.58,225.38,206.18,158.376457456
225.9,226.72,51.74,154.02,83.6860029097,232.9,233.72,184.1,232.06,169.547871033,1,229.9,230.72,178.34,222.56,163.037991175
116.46,120.28,59.34,119.86,88.7119453557,133.9,134.78,69.02,138.86,109.5486432,4,136.58,138.06,123.6,145.94,183.405314328
233.92,235.02,235.12,229.76,66.5312241305,241.9,242.94,244.96,238.14,142.282084605,1,234.62,236.1,237.32,230.08,141.604716021
218.86,219.04,92.1,222.36,70.4756535488,237.14,237.32,178.14,238.6,151.323081351,1,222.5,224.84,168.66,225.74,142.770431829
206.4,206.58,158.82,89.94,65.3133802698,213.4,213.58,170.26,112.88,78.9768065082,5,210.4,210.58,196.8,207.18,171.264280583
133.02,126.7,84.6,101.4,93.5448039392,151.7,147.7,97.7,126.36,105.985804848,5,153.1,149.62,144.74,138.72,170.129086321
183.32,185.62,126.28,118.46,93.5554745205,190.04,192.02,128.7,125.54,100.226500407,5,193.6,196.22,177.24,213.94,165.827077541
200.08,199.44,198.76,191.12,100.015509947,207.08,206.44,208.12,197.12,117.494746066,5,204.08,203.44,204.04,196.12,176.864570868
198.88,197.92,200.48,191.78,95.3677479677,204.74,202.92,207.68,193.78,160.869948065,2,201.64,201.2,203.08,187.78,182.738694684
197.98,194.4,194.88,187.92,99.4015873469,204.98,201.4,201.44,194.32,135.301869596,3,201.98,198.4,200.44,192.52,197.130122754
163.88,165.56,161.04,81.88,85.7430485908,170.88,172.56,166.14,95.26,96.1856443123,5,167.08,169.56,164.64,120.72,177.570774014
182.52,181.06,160.6,135.86,85.8605743165,191.52,193.66,174.84,172.58,162.181953998,2,188.52,188.3,171.56,184.3,188.758527359
185.84,183.88,88.48,159.16,77.7993304587,199.78,197.88,102.24,172.16,100.141198589,4,196.42,193.88,194.58,174.16,182.775478153
179.36,182.24,84.58,59.82,65.4579484066,190.38,192.92,119.36,109.28,92.3819750978,4,180.22,182.44,165.28,203.76,165.033313448
236.8,235.98,227.34,225.04,121.557391221,243.8,244.1,234.54,233.04,178.479055198,1,240.8,241.6,233.46,232.04,177.524151798
193.44,193.14,202.54,55.52,93.6502120265,204.88,205.14,211.26,127.64,144.551276296,3,206.96,207.14,211.82,221.56,197.680046273
233.8,233.38,226.34,220.68,108.687706921,242.0,240.46,233.34,227.04,170.392056835,1,234.48,236.58,230.34,224.2,164.614926704
221.24,221.72,218.4,228.18,95.7235846421,228.84,231.0,224.6,230.62,148.053729363,3,221.84,220.8,213.2,221.38,183.700998796
199.04,198.76,200.12,164.42,96.2221489189,198.32,198.76,198.34,173.56,109.896886383,4,188.8,188.16,196.76,183.78,181.465912482
150.5,153.02,88.0,28.46,70.7258472758,156.46,160.02,114.12,131.44,136.340751069,2,154.9,157.02,120.0,164.14,161.900242703
171.4,170.14,75.58,133.3,96.9678284662,178.68,177.14,84.24,146.3,104.264649918,5,175.78,174.14,159.02,148.3,187.551356612
232.82,233.5,230.12,225.0,104.252567626,240.14,241.14,241.12,232.0,164.303238307,1,234.5,234.54,232.96,227.0,159.099275959
132.02,132.58,114.02,158.62,97.6200350763,145.02,145.58,135.74,161.38,141.395712584,2,147.02,147.58,142.3,159.28,174.613972999
214.28,215.16,213.12,120.96,83.072848457,223.2,222.28,220.12,190.42,152.394171236,2,213.76,218.7,217.12,197.44,166.590002601
167.72,167.54,150.32,85.0,80.5220025154,174.84,172.18,157.6,107.16,95.6682742773,5,167.98,166.1,150.6,187.98,173.094531287
182.72,182.02,191.02,78.52,86.0841692892,192.72,193.22,198.02,89.88,93.5024648047,5,186.72,187.14,193.02,138.92,180.716813349
189.64,191.26,110.84,74.96,62.8598828082,203.04,202.58,123.26,82.82,79.5159502532,5,200.24,200.34,202.62,180.46,179.610087748
144.74,145.64,101.1,157.98,92.8691564788,159.74,161.28,127.72,165.98,152.096263723,2,155.42,157.28,140.72,163.54,192.431631613
182.96,185.16,154.9,185.78,93.3936525717,190.9,193.16,163.12,192.78,153.11494439,1,184.1,186.16,156.6,187.78,151.336594378
92.44,91.12,86.28,106.9,98.4821451059,107.2,107.56,105.28,111.9,119.331442066,4,109.98,110.6,112.6,114.9,165.890127175
236.92,237.34,227.16,235.44,122.153081994,243.6,244.34,233.44,236.44,174.016711491,1,241.24,241.34,231.88,232.44,171.537475796
220.76,222.26,201.22,147.54,69.5878235628,240.32,240.34,211.48,218.98,153.186023123,1,225.68,226.06,200.94,209.92,144.303760715
191.1,190.34,71.98,172.74,77.2057167032,198.1,197.34,96.32,179.9,110.028965033,4,194.94,194.34,195.0,180.18,170.243850093
199.66,198.72,187.62,97.02,88.5799892946,198.9,200.12,186.32,116.72,115.593227371,4,194.98,196.76,187.9,206.02,177.374772251
160.18,160.42,141.7,165.82,98.7004110777,171.26,171.98,157.62,174.26,168.713955001,1,168.5,169.12,154.98,171.26,166.436775116
197.34,196.12,187.4,173.56,105.062533884,204.7,204.12,195.28,173.56,153.762011893,2,197.7,197.12,187.48,167.56,172.602513408
152.38,149.54,162.18,142.4,86.7769478661,163.38,161.8,167.42,156.84,106.115414487,5,155.38,156.7,159.94,156.76,171.394674885
169.5,170.3,165.44,143.12,101.918825715,185.82,186.06,185.44,164.4,169.889466612,1,184.18,185.86,186.44,165.08,164.716350876
182.98,179.94,197.74,62.82,80.3942248612,192.74,191.94,205.74,89.82,99.7484071842,3,189.46,188.34,200.78,160.68,173.199221907
193.96,193.72,194.04,195.08,82.1110683795,199.28,198.36,198.68,197.78,118.882775518,3,192.72,192.18,191.96,189.76,187.352099029
213.22,213.56,79.56,130.44,88.4426164527,219.3,219.56,195.32,224.7,174.83711465,1,218.14,218.56,186.0,209.28,168.264406696
145.68,142.56,11.58,23.66,57.1496557629,157.8,155.56,21.92,33.58,79.171431075,5,154.68,153.56,108.7,128.06,176.506342975
141.92,140.84,12.68,150.26,53.0057444718,155.92,154.84,79.08,157.86,151.568741899,2,154.2,153.12,129.36,156.06,188.389828104
157.54,158.46,139.42,162.66,91.8718197862,173.02,174.46,157.74,177.82,162.972809928,1,172.06,172.22,158.84,177.18,160.612451979
209.52,208.16,50.98,79.9,73.1239517882,216.2,214.52,59.94,88.64,80.033638593,5,213.84,212.8,185.4,218.72,186.661465564
180.16,183.78,156.84,130.82,85.0316205163,194.16,197.64,177.04,170.74,153.54380215,2,192.24,196.72,180.76,182.7,167.19025826
226.12,226.92,201.86,204.52,126.664741069,232.12,233.24,224.72,219.56,191.754216984,1,231.12,231.6,221.64,216.44,188.240580479
226.0,224.28,111.1,218.98,97.8266498588,234.0,234.62,222.74,225.98,173.571722656,1,233.0,233.16,209.48,222.98,164.888665068
235.04,234.8,220.46,89.26,93.0825417256,242.04,241.8,227.14,180.78,159.414923049,1,239.04,238.8,224.78,179.58,156.148042514
192.32,188.6,205.72,57.2,80.6820615545,197.56,193.44,210.8,77.0,110.988573188,4,186.28,184.44,198.44,148.04,176.617610028
196.78,198.92,195.38,101.86,79.9820309746,203.9,204.12,201.18,111.6,102.54218309,4,197.46,201.6,198.62,161.82,183.075430103
224.82,223.2,212.82,208.64,89.6357847787,229.8,228.92,219.34,215.64,111.411730864,4,224.48,224.76,216.3,211.2,179.203492156
210.6,209.2,34.04,178.52,92.6849488574,216.96,216.2,140.32,211.16,138.491930783,2,214.28,213.2,177.2,214.6,168.404432504
99.96,97.74,99.18,60.66,83.7175824176,116.84,112.24,111.16,93.96,103.027835874,3,119.36,119.2,133.02,124.96,173.000677656
184.24,184.18,111.14,79.8,71.3096343783,192.16,192.54,167.7,123.96,153.429367079,1,185.32,184.46,159.56,116.08,144.645770647
169.52,172.06,180.84,72.7,81.9181193882,180.52,180.58,189.84,94.92,112.935704402,4,172.52,173.94,186.84,156.4,169.00040544
155.38,154.78,141.3,123.98,64.4616622616,174.78,171.06,171.92,146.48,157.212430978,1,175.94,172.66,169.66,151.42,150.292666116
237.26,237.76,230.78,37.1,92.0249125255,244.3,244.48,237.78,135.38,161.668412458,1,237.1,241.02,234.78,125.14,154.383985479
220.0,220.0,219.84,215.44,116.636872835,231.0,231.0,227.0,229.44,127.353303212,5,223.0,223.0,224.0,223.44,190.753553959
152.42,151.88,184.46,129.12,95.6496251636,159.02,158.88,188.02,134.96,136.843417556,3,156.82,155.88,186.02,136.96,163.067287648
205.36,203.84,43.5,47.38,47.3916031728,213.28,211.84,85.04,112.42,75.7718295507,3,206.44,204.84,211.06,232.12,170.307509843
193.56,194.0,205.76,178.6,87.7508231715,200.52,200.26,212.76,183.92,134.744912138,3,196.4,197.58,209.76,180.96,181.456520745
172.24,172.34,183.48,167.14,105.548533486,186.48,186.34,192.32,181.98,128.080498177,5,183.92,184.34,189.32,179.78,192.585062205
148.64,148.78,148.18,143.78,72.465332542,162.04,161.78,162.26,153.66,157.995935665,2,160.04,158.82,160.1,153.54,188.69075267
208.64,208.2,17.3,32.06,47.6636082245,216.0,216.2,120.96,166.48,131.396258938,2,215.0,215.2,145.68,199.68,155.380073728
121.18,124.3,70.1,101.54,73.5942174118,134.86,134.64,141.4,133.2,148.678260771,1,132.86,133.12,138.96,132.0,145.096285245
163.16,161.18,170.32,109.56,86.673171405,172.16,173.78,178.32,131.88,103.899889988,5,169.16,170.7,177.32,145.44,165.919234034
151.02,147.4,81.06,97.3,86.295491514,159.62,156.32,86.04,114.92,93.964579284,5,157.42,153.48,145.7,133.14,171.836405047
152.88,152.42,107.5,69.24,46.1516249013,171.2,171.22,171.28,159.86,152.807526775,1,172.46,172.42,161.48,141.46,144.624384908
167.94,172.04,31.3,146.86,79.6315237525,181.94,186.76,80.9,174.84,141.520040249,2,179.94,183.32,94.5,177.44,151.464876816
207.26,207.08,150.98,210.28,89.2945048934,219.38,222.08,178.46,221.28,128.407764815,3,211.38,213.12,193.08,211.28,169.721037248
200.04,199.98,174.18,87.76,85.9031530654,207.4,207.98,189.48,164.7,127.515299533,2,206.4,206.98,192.38,225.32,170.398511485
235.08,231.18,237.24,214.46,124.815616563,242.08,238.18,244.24,222.38,175.426746393,1,239.08,235.18,241.24,215.54,169.468867716
119.12,117.34,92.92,67.9,70.569123755,137.28,135.04,121.58,88.86,111.97037669,3,141.4,136.8,146.3,118.06,172.654166148
230.92,230.7,217.7,233.78,155.985081063,236.92,237.34,223.7,240.1,197.248149381,1,235.92,236.66,222.7,238.46,194.455471158
215.22,214.44,86.8,51.1,53.8062012383,220.22,219.44,118.24,87.12,85.4073753029,5,223.22,222.44,223.86,230.28,189.325911836
186.18,186.46,32.2,190.82,66.0399523234,196.1,195.74,86.08,200.9,92.7115047741,4,185.26,184.9,174.5,195.06,164.715442167
146.1,145.56,155.26,134.26,96.1547934535,151.78,151.52,157.46,139.26,136.488169783,3,149.48,145.68,157.18,137.86,177.151411782
201.92,201.82,202.64,76.72,60.0959800872,209.64,209.22,208.48,159.4,111.346298903,3,202.64,202.22,206.22,197.78,172.576842833
166.98,166.36,107.68,194.84,98.1997957925,174.34,174.36,126.64,199.84,145.710738079,2,173.34,173.36,132.04,197.84,165.911831903
158.52,157.3,154.26,137.8,88.6202414647,161.52,159.9,157.52,140.28,132.121573114,3,159.52,157.74,169.8,140.2,177.001404109
194.06,194.34,93.74,168.76,82.2542617482,203.2,203.88,171.76,195.82,168.744067794,1,201.96,202.56,159.14,192.4,160.505324833
162.0,164.48,189.88,142.62,117.797781111,176.0,175.3,196.96,159.44,179.925255569,1,174.0,173.78,189.44,156.44,172.654563799
210.64,210.54,208.94,12.58,67.2340930762,215.64,215.54,214.02,111.92,111.317693691,3,213.64,213.54,207.82,161.94,172.474706508
161.06,166.06,27.82,12.2,49.7664199914,175.06,176.46,80.54,92.16,126.098769007,2,171.06,173.18,103.64,131.8,156.947329075
152.5,147.82,62.84,117.2,74.2801078303,160.5,158.66,106.26,135.02,122.690188323,3,159.5,158.32,154.58,146.1,179.028595408
231.9,231.26,234.26,232.92,119.468070397,238.9,238.26,241.26,240.52,175.594332544,1,235.9,235.1,238.26,234.32,168.961192918
193.56,194.72,178.62,199.46,105.652235944,200.84,201.6,185.82,200.46,132.835631885,4,196.08,197.72,179.52,196.46,186.157221693
233.6,231.48,210.16,229.92,103.075726376,240.2,238.7,217.16,236.92,163.115974085,2,238.0,234.36,214.16,233.92,183.181191659
178.48,173.84,172.46,108.58,107.051096146,185.92,186.92,187.5,138.8,176.122737255,1,184.92,184.4,183.86,137.58,169.329860319
193.56,195.68,195.46,125.38,80.7004006355,206.2,205.92,204.46,163.38,136.758958593,3,206.68,205.84,207.06,207.98,197.151318531
197.48,195.78,44.44,184.14,86.755307923,203.88,201.94,70.9,192.82,96.9791915066,5,202.08,201.02,192.96,200.98,177.595251895
174.42,172.42,164.86,110.58,82.3192062737,181.42,179.82,181.12,130.02,123.2556653,3,176.42,174.02,186.06,142.7,167.212918469
185.04,185.24,173.18,193.6,108.03561702,193.34,195.16,181.18,195.6,159.605481733,1,185.5,182.4,174.18,189.6,157.376910431
205.3,203.4,213.34,69.98,68.8728319691,213.38,211.48,220.34,108.86,132.870661001,3,212.22,210.32,215.34,169.86,178.939037945
165.28,165.94,21.42,0.86,40.2293063849,172.28,172.94,167.26,79.2,136.892006012,2,167.84,169.94,191.1,106.2,156.993692219
217.02,222.56,184.28,146.04,70.5523341631,227.34,230.92,206.18,211.92,146.601738706,2,230.18,231.38,212.5,225.9,180.911258827
158.4,154.66,189.9,98.04,91.7177773123,173.36,167.86,196.9,119.76,156.80031931,2,175.24,175.46,193.9,132.6,179.254871876
235.6,232.16,128.58,161.68,49.4518153002,245.24,242.92,212.94,215.7,145.061104759,1,233.96,234.36,212.46,209.3,140.220223744
176.04,174.12,157.3,180.46,93.4743443115,185.28,186.48,172.14,187.18,110.803632641,4,183.2,183.4,169.86,184.74,191.27818169
178.94,181.06,22.2,142.38,75.4723546913,185.94,188.06,126.0,157.78,163.841569351,1,182.94,185.06,114.16,158.58,157.25770891
208.28,208.34,199.06,202.8,79.2911148353,214.62,214.98,204.38,209.8,123.244611928,3,209.02,208.74,202.7,202.8,173.885568436
204.06,203.3,59.12,69.98,48.2847323845,210.98,210.22,84.4,114.7,62.1855150827,5,208.14,207.38,191.6,229.82,170.047115524
165.78,164.22,170.12,141.86,85.4549415746,174.24,172.22,179.94,143.86,158.128790237,1,165.92,165.22,167.56,143.86,149.665166136
185.42,182.78,195.04,155.2,106.086608333,188.52,186.94,194.16,162.2,128.914077098,4,180.88,180.54,185.52,157.2,177.055958105
165.64,157.52,105.8,18.42,72.7877328385,169.98,161.34,114.44,15.66,77.5806829879,5,175.1,171.34,205.64,117.78,171.929072466
157.48,154.38,33.42,42.96,63.2251172455,170.24,167.38,42.66,50.92,69.153242479,5,169.36,165.38,168.74,124.38,186.185976187
179.44,178.66,91.14,62.28,100.176031055,186.44,185.66,152.3,118.34,177.68076256,1,183.44,182.66,144.98,113.96,171.743661376
157.92,156.64,163.54,55.32,95.4353760099,165.92,164.64,171.64,68.64,113.066164539,5,164.92,163.64,169.86,117.08,177.263502977
187.38,185.5,180.9,58.5,100.881987915,194.38,192.5,189.68,108.74,136.42680959,3,191.38,189.5,188.02,188.98,197.249235161
155.76,151.38,65.34,34.6,76.1101098889,163.32,160.38,70.56,41.6,83.4521885485,5,160.32,157.38,147.92,106.24,171.19590957
222.92,224.1,219.3,85.9,66.2476230679,230.52,231.38,227.62,114.88,79.6674487324,5,224.32,226.46,219.66,221.82,174.652523832
113.1,112.58,32.84,10.52,52.415898912,126.66,126.02,52.48,40.88,91.9383416499,4,125.56,126.34,125.46,124.96,171.384155608
232.92,232.7,232.6,222.04,105.274352146,243.16,242.1,241.04,230.44,174.747851944,1,239.94,239.14,238.04,229.36,169.838718312
208.46,208.46,57.62,14.08,50.7817474317,210.26,209.3,121.72,45.92,87.9338239135,4,199.98,201.26,227.0,164.18,174.422716906
232.22,234.08,221.08,169.42,113.885331151,243.66,245.0,236.24,193.74,179.281631502,1,240.9,242.16,232.32,196.06,171.427195508
154.2,151.18,116.78,46.7,65.1955256414,171.84,169.46,127.9,64.46,81.460651366,5,171.04,168.86,170.96,159.38,173.620621862
199.2,202.16,77.12,191.36,66.6009243541,206.08,206.48,101.66,196.62,87.4649526723,5,194.5,194.88,195.86,200.36,169.071960886
199.38,201.46,96.6,11.62,81.3539414283,204.58,205.06,111.56,19.7,96.1353018678,4,187.34,189.42,205.02,142.86,181.853921084
236.2,238.34,213.34,243.6,109.365782607,240.56,243.78,219.34,241.04,165.192362606,1,238.84,240.66,218.34,240.04,159.58519882
217.02,221.86,215.08,182.0,91.3181783078,228.94,230.98,223.08,221.18,157.52896439,2,231.1,231.54,223.08,227.98,186.521273073
192.36,194.34,38.2,177.12,71.7277098863,200.08,200.54,48.12,184.0,76.7294093213,5,202.04,203.54,190.6,206.8,170.882955774
176.38,175.42,84.34,61.54,70.7160371378,185.8,186.02,119.78,105.96,111.862138404,3,182.7,182.7,161.64,186.64,172.266969236
182.02,183.12,102.22,155.66,87.7457741806,191.54,191.94,106.24,166.64,94.7384485494,5,195.82,194.68,172.56,202.38,164.006913142
187.22,188.42,167.52,183.9,106.563501674,195.82,194.94,173.52,187.96,122.752171619,5,196.1,194.5,172.52,196.12,177.863230645
228.42,229.92,144.86,208.1,86.5515523732,240.66,239.22,213.5,215.66,162.834360897,1,229.06,229.98,212.98,209.26,155.187014978
147.08,143.98,71.84,82.9,92.2064237477,159.36,156.58,114.42,108.02,130.952813067,2,161.36,158.58,159.7,123.54,169.532265954
234.18,233.92,213.74,218.52,102.133777784,242.5,241.92,226.1,232.44,177.138374022,1,240.86,240.92,228.18,230.44,170.424716906
150.22,148.42,134.64,163.0,82.2067715901,159.34,159.86,151.6,171.12,160.944528895,2,158.18,157.58,151.4,164.04,188.650351471
199.78,198.36,162.98,149.86,78.9185873101,206.78,205.44,168.2,164.18,91.4049413199,5,193.78,192.68,176.94,206.34,168.389445171
195.72,196.3,172.36,187.36,82.2165078132,203.64,203.76,180.34,192.08,104.454089308,4,196.64,198.5,204.46,191.0,181.813981983
202.62,205.56,203.7,205.96,136.469090964,210.62,213.16,209.54,214.32,189.627724067,1,209.62,211.36,206.22,211.32,183.364938625
191.4,190.94,147.86,87.34,80.1664921187,198.12,196.94,152.64,98.74,99.814370229,5,195.68,195.94,187.52,209.16,177.185440652
173.84,170.3,182.94,16.08,89.8153415951,180.84,177.3,188.74,53.6,130.067018998,2,177.84,174.3,186.34,105.08,171.247681547
